long,long,long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,long,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,long,flags,None,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,flags,flags,flags,long,long,flags,long,long,long,float,None,None,long,long,long,long,long,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,long,long,long,long,long,float,float,float,long,long,long
34172,0,44,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,33811,0,0,0,,,107,0,1930,0,0,"Power Word: Requital",,,,,,,,0x0,"Rank 4",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34173,0,44,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,724,0,0,0,,,107,0,1878,0,0,"Lightwell",,,,,,,,0x0,"Rank 1",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34175,0,44,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,12043,0,0,0,,,107,0,139,0,0,"Presence of Mind",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34176,0,44,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,18220,0,0,0,,,107,0,154,0,0,"Dark Pact",,,,,,,,0x0,"Rank 1",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34177,0,44,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,20216,0,0,0,,,107,0,104,0,0,"Divine Favor",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34178,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,100,0,0,0,1,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,3,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,689,0,50,"Shield Specialization",,,,,,,,0x0,"",,,,,,,,0x0,"newshiled",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34179,0,0,0,0,0,0x40010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,100,0,0,0,1,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,30,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,689,0,50,"Shield Specialization",,,,,,,,0x0,"",,,,,,,,0x0,"newshiled",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34420,0,0,0,0,15,0x50010,0x8000200,0x0,0x400,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,4,0,0,0,0,,2,0x0,0,0x19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,6,0,1,1,0,1,1,0,0,0x0,,0,0,0,49,-5,0,0,0,0,6,6,0,0,0,0,0,0,0,3,10,0,2000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,127,0x0,0,0,0,0,,,372,0,245,0,0,"Lingering Death",,,,,,,,0x0,"",,,,,,,,0x0,"Wounds the target causing them to bleed for $o1 damage over $d.",,,,,,,,0x0,"Bleeding for $s1 damage every second.",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,2,2,-1,1,1,1,0,0,0
34374,0,0,0,0,0,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,30,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,1,1,0,0,0x0,,0,0,0,199,199,0,0,0,0,1,1,0,0,0,0,0,0,0,124,99,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,8111,0,177,0,0,"Devilsaur Might",,,,,,,,0x0,"",,,,,,,,0x0,"Consume the King Mosh' Heart, granting you $s1 Attack Power for $d.",,,,,,,,0x0,"+$s1 Attack Power.",,,,,,,,0x0,0,0,0,0,10,0x0,0,0,0,0,0,1,1,1,0,0,0
34181,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,23,0,2000,1000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,34184,34220,0,0,,,0,0,3559,0,0,"Spirit Bond",,,,,,,,0x0,"Rank 2",,,,,,,,0x0,"Your pet get Attack Power, bonus to Critical strike chance and Stamina equal to 12% of your Attack Power, Critical strike chance and Stamina.

While your pet is active, you will regenerate 1% of your total health every 8 sec.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34182,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,23,0,2000,1000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,34185,34221,0,0,,,0,0,3559,0,0,"Spirit Bond",,,,,,,,0x0,"Rank 3",,,,,,,,0x0,"Your pet get Attack Power, bonus to Critical strike chance and Stamina equal to 18% of your Attack Power, Critical strike chance and Stamina.

While your pet is active, you will regenerate 1% of your total health every 6 sec.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34183,0,0,0,0,0,0x0,0x0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,7,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,3559,0,0,"Spirit Bond E",,,,,,,,0x0,"Rank 1",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34184,0,0,0,0,0,0x0,0x0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,7,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,3559,0,0,"Spirit Bond E",,,,,,,,0x0,"Rank 2",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34185,0,0,0,0,0,0x0,0x0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,7,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,3559,0,0,"Spirit Bond E",,,,,,,,0x0,"Rank 3",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34186,0,0,0,0,0,0x80,0x10000400,0x4,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,0,0,0,0,1,27,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,0,0,0,-1,-1,-1,0,0,0,5,5,5,0,0,0,0,0,0,99,52,29,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x2,0,0,0,0,,,0,0,3559,0,0,"Spirit Bond PetBuff",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,"Melee AP, Crit and Stamina increased.",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34187,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x20000,100,1,0,0,0,2,1,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Ice Mirror",,,,,,,,0x0,"r1",,,,,,,,0x0,"30% reflect",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34188,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x20000,100,1,0,0,0,2,1,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Ice Mirror",,,,,,,,0x0,"r2",,,,,,,,0x0,"30% reflect",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34189,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x20000,100,1,0,0,0,2,1,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Ice Mirror",,,,,,,,0x0,"r3",,,,,,,,0x0,"30% reflect",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34190,0,44,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,18223,0,0,0,,,107,0,228,0,0,"Curse of Exhaustion",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34193,0,0,0,0,0,0x0,0x400,0x4,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,5,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,64,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,33532,0,0,0,,,0,0,2252,0,0,"Stalking proc",,,,,,,,0x0,"1",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34194,0,0,0,0,0,0x0,0x400,0x4,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,5,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,64,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,33533,0,0,0,,,0,0,2252,0,0,"Stalking proc",,,,,,,,0x0,"2",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34196,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,46,0,0,"Moonkin Aura",,,,,,,,0x0,"",,,,,,,,0x0,"While in Moonkin Form, the Moonkin Aura increases spell damage and healing of all raid members within $24907a1 yards by $24907s1%.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,7,0x0,0,0,0,0,0,1,0,0,0,0,0
34199,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,1,1,0,0,0x0,,0,0,0,-16,-180001,0,0,0,0,1,1,0,0,0,0,0,0,0,87,107,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,72,11,0x0,0,0,0,0,,,0,0,1675,0,0,"Unity with Nature",,,,,,,,0x0,"Rank 3",,,,,,,,0x0,"Reduces the cooldown of your Barkskin by $/60000;S2 min and reduces damage taken from Arcane and Nature effects by $s1%.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,7,0x0,0,0,0,0,-1,1,1,0,0,0,0
34200,0,0,0,0,0,0x24800180,0x88,0x5,0x10100000,0x4,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,106,0,0,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Cat Furor CD",,,,,,,,0x0,"r1",,,,,,,,0x0,"Can't proc Furor for duration.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,0,0,0,0,0
34201,0,0,0,0,0,0x24800180,0x88,0x5,0x10100000,0x4,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,106,0,0,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Bear Furor CD",,,,,,,,0x0,"r1",,,,,,,,0x0,"Can't proc Furor for duration.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,0,0,0,0,0
34204,0,0,0,0,0,0x40100,0x0,0x0,0x0,0x0,0x0,0x0,0x100,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,36,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,16689,0,0,0,,,107,0,168,0,0,"Nature's Grasp",,,,,,,,0x0,"Rank 1",,,,,,,,0x0,"",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34202,0,0,0,0,0,0x24800180,0x88,0x5,0x10100000,0x4,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,29,0,0,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Cat Furor CD",,,,,,,,0x0,"r2",,,,,,,,0x0,"Can't proc Furor for duration.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,0,0,0,0,0
34203,0,0,0,0,0,0x24800180,0x88,0x5,0x10100000,0x4,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,29,0,0,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,0,0,0,"Bear Furor CD",,,,,,,,0x0,"r2",,,,,,,,0x0,"Can't proc Furor for duration.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,0,0,0,0,0
34205,0,0,0,0,0,0x80,0x10000400,0x4,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,0,0,0,0,1,1,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,959,0,0,"Bestial Swiftness effect",,,,,,,,0x0,"1",,,,,,,,0x0,"",,,,,,,,0x0,"Dodge chance increased by $s1%.",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34206,0,0,0,0,0,0x80,0x10000400,0x4,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,0,0,0,0,1,1,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,959,0,0,"Bestial Swiftness effect",,,,,,,,0x0,"2",,,,,,,,0x0,"",,,,,,,,0x0,"Dodge chance increased by $s1%.",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34207,0,0,0,0,0,0x80,0x10000400,0x4,0x20000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,0,0,0,0,1,1,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,959,0,0,"Bestial Swiftness effect",,,,,,,,0x0,"3",,,,,,,,0x0,"",,,,,,,,0x0,"Dodge chance increased by $s1%.",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
34208,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,23,0,2000,1000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,34210,34222,0,0,,,0,0,3559,0,0,"Spirit Bond",,,,,,,,0x0,"Rank 4",,,,,,,,0x0,"Your pet get Attack Power, bonus to Critical strike chance and Stamina equal to 24% of your Attack Power, Critical strike chance and Stamina.

While your pet is active, you will regenerate 1% of your total health every 4 sec.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
34209,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,23,0,2000,1000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,34211,34223,0,0,,,0,0,3559,0,0,"Spirit Bond",,,,,,,,0x0,"Rank 5",,,,,,,,0x0,"Your pet get Attack Power, bonus to Critical strike chance and Stamina equal to 30% of your Attack Power, Critical strike chance and Stamina.

While your pet is active, you will regenerate 1% of your total health every 2 sec.",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,0,0x0,0,0,0,0,0,1,1,1,0,0,0
